theta,delta,k,K,Rec,F2dom,M2dom,F2epidom,M2epidom,fem_inv,masc_into_gyn
1,0.8,0.6,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.46666666666666684
0.5,0.9,0.6,0.8,0.1,0,0,1,0,-0.4999999999999999,-0.20000000000000007
0.6,0.9,0.6,0.8,0.1,0,0,1,0,-0.68,-0.3185185185185186
0.7000000000000001,0.9,0.6,0.8,0.1,0,0,1,0,-0.8600000000000002,-0.4206896551724139
0.8,0.9,0.6,0.8,0.1,0,0,1,0,-1.04,-0.5096774193548389
0.9,0.9,0.6,0.8,0.1,0,0,1,0,-1.2200000000000002,-0.587878787878788
1,0.9,0.6,0.8,0.1,0,0,1,0,-1.4,-0.6571428571428573
0.4,1,0.6,0.8,0.1,0,0,1,0,-0.4,-0.20000000000000007
0.5,1,0.6,0.8,0.1,0,0,1,0,-0.6,-0.3454545454545455
0.6,1,0.6,0.8,0.1,0,0,1,0,-0.7999999999999999,-0.4666666666666667
0.7000000000000001,1,0.6,0.8,0.1,0,0,1,0,-1,-0.5692307692307693
0.8,1,0.6,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.6571428571428573
0.9,1,0.6,0.8,0.1,0,0,1,0,-1.4,-0.7333333333333334
1,1,0.6,0.8,0.1,0,0,1,0,-1.6,-0.8
0.8,0.7000000000000001,0.7000000000000001,0.8,0.1,0,0,1,0,-0.8200000000000002,-0.13333333333333364
0.9,0.7000000000000001,0.7000000000000001,0.8,0.1,0,0,1,0,-0.9600000000000003,-0.1962264150943399
1,0.7000000000000001,0.7000000000000001,0.8,0.1,0,0,1,0,-1.1,-0.25454545454545474
0.5,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-0.5000000000000001,-0.10000000000000009
0.6,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-0.66,-0.1962264150943398
0.7000000000000001,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-0.8200000000000002,-0.28214285714285736
0.8,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-0.9800000000000003,-0.35932203389830525
0.9,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-1.1400000000000001,-0.42903225806451634
1,0.8,0.7000000000000001,0.8,0.1,0,0,1,0,-1.3000000000000003,-0.4923076923076925
0.4,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-0.42000000000000026,-0.13333333333333341
0.5,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-0.6,-0.25454545454545463
0.6,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-0.7800000000000001,-0.3593220338983052
0.7000000000000001,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-0.9600000000000003,-0.45079365079365097
0.8,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-1.1400000000000001,-0.5313432835820897
0.9,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-1.3200000000000003,-0.6028169014084508
1,0.9,0.7000000000000001,0.8,0.1,0,0,1,0,-1.5,-0.6666666666666667
0.30000000000000004,1,0.7000000000000001,0.8,0.1,0,0,1,0,-0.30000000000000016,-0.10000000000000009
0.4,1,0.7000000000000001,0.8,0.1,0,0,1,0,-0.5000000000000001,-0.25454545454545463
0.5,1,0.7000000000000001,0.8,0.1,0,0,1,0,-0.7000000000000001,-0.3833333333333334
0.6,1,0.7000000000000001,0.8,0.1,0,0,1,0,-0.9,-0.49230769230769234
0.7000000000000001,1,0.7000000000000001,0.8,0.1,0,0,1,0,-1.1,-0.5857142857142859
0.8,1,0.7000000000000001,0.8,0.1,0,0,1,0,-1.3000000000000003,-0.6666666666666667
0.9,1,0.7000000000000001,0.8,0.1,0,0,1,0,-1.5,-0.7375
1,1,0.7000000000000001,0.8,0.1,0,0,1,0,-1.7000000000000002,-0.8
0.7000000000000001,0.7000000000000001,0.8,0.8,0.1,0,0,1,0,-0.7800000000000002,-0.13333333333333353
0.8,0.7000000000000001,0.8,0.8,0.1,0,0,1,0,-0.9200000000000002,-0.19285714285714306
0.9,0.7000000000000001,0.8,0.8,0.1,0,0,1,0,-1.0600000000000003,-0.24827586206896568
1,0.7000000000000001,0.8,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.3000000000000002
0.5,0.8,0.8,0.8,0.1,0,0,1,0,-0.6000000000000001,-0.1636363636363638
0.6,0.8,0.8,0.8,0.1,0,0,1,0,-0.76,-0.24827586206896568
0.7000000000000001,0.8,0.8,0.8,0.1,0,0,1,0,-0.9200000000000002,-0.32459016393442647
0.8,0.8,0.8,0.8,0.1,0,0,1,0,-1.0800000000000003,-0.3937500000000002
0.9,0.8,0.8,0.8,0.1,0,0,1,0,-1.2400000000000002,-0.456716417910448
1,0.8,0.8,0.8,0.1,0,0,1,0,-1.4000000000000001,-0.5142857142857145
0.4,0.9,0.8,0.8,0.1,0,0,1,0,-0.5200000000000002,-0.19285714285714306
0.5,0.9,0.8,0.8,0.1,0,0,1,0,-0.7,-0.30000000000000016
0.6,0.9,0.8,0.8,0.1,0,0,1,0,-0.8800000000000001,-0.39375000000000004
0.7000000000000001,0.9,0.8,0.8,0.1,0,0,1,0,-1.0600000000000003,-0.4764705882352942
0.8,0.9,0.8,0.8,0.1,0,0,1,0,-1.2400000000000002,-0.5500000000000002
0.9,0.9,0.8,0.8,0.1,0,0,1,0,-1.4200000000000002,-0.6157894736842107
1,0.9,0.8,0.8,0.1,0,0,1,0,-1.6,-0.675
0.30000000000000004,1,0.8,0.8,0.1,0,0,1,0,-0.40000000000000013,-0.1636363636363638
0.4,1,0.8,0.8,0.1,0,0,1,0,-0.6000000000000001,-0.30000000000000016
0.5,1,0.8,0.8,0.1,0,0,1,0,-0.8,-0.41538461538461546
0.6,1,0.8,0.8,0.1,0,0,1,0,-1,-0.5142857142857142
0.7000000000000001,1,0.8,0.8,0.1,0,0,1,0,-1.2000000000000002,-0.6000000000000001
0.8,1,0.8,0.8,0.1,0,0,1,0,-1.4000000000000001,-0.675
0.9,1,0.8,0.8,0.1,0,0,1,0,-1.6,-0.7411764705882353
1,1,0.8,0.8,0.1,0,0,1,0,-1.8,-0.8
0.6,0.7000000000000001,0.9,0.8,0.1,0,0,1,0,-0.7400000000000001,-0.13333333333333353
0.7000000000000001,0.7000000000000001,0.9,0.8,0.1,0,0,1,0,-0.8800000000000002,-0.1898305084745765
0.8,0.7000000000000001,0.9,0.8,0.1,0,0,1,0,-1.02,-0.24262295081967233
0.9,0.7000000000000001,0.9,0.8,0.1,0,0,1,0,-1.1600000000000001,-0.29206349206349225
1,0.7000000000000001,0.9,0.8,0.1,0,0,1,0,-1.3000000000000003,-0.3384615384615387
0.4,0.8,0.9,0.8,0.1,0,0,1,0,-0.5400000000000001,-0.13333333333333341
0.5,0.8,0.9,0.8,0.1,0,0,1,0,-0.7000000000000001,-0.21666666666666679
0.6,0.8,0.9,0.8,0.1,0,0,1,0,-0.86,-0.29206349206349214
0.7000000000000001,0.8,0.9,0.8,0.1,0,0,1,0,-1.02,-0.36060606060606076
0.8,0.8,0.9,0.8,0.1,0,0,1,0,-1.1800000000000002,-0.4231884057971016
0.9,0.8,0.9,0.8,0.1,0,0,1,0,-1.3400000000000003,-0.48055555555555574
1,0.8,0.9,0.8,0.1,0,0,1,0,-1.5,-0.5333333333333334
0.30000000000000004,0.9,0.9,0.8,0.1,0,0,1,0,-0.44000000000000006,-0.13333333333333341
0.4,0.9,0.9,0.8,0.1,0,0,1,0,-0.6200000000000002,-0.24262295081967233
0.5,0.9,0.9,0.8,0.1,0,0,1,0,-0.7999999999999999,-0.33846153846153854
0.6,0.9,0.9,0.8,0.1,0,0,1,0,-0.9800000000000001,-0.42318840579710143
0.7000000000000001,0.9,0.9,0.8,0.1,0,0,1,0,-1.1600000000000001,-0.49863013698630143
0.8,0.9,0.9,0.8,0.1,0,0,1,0,-1.3400000000000003,-0.5662337662337664
0.9,0.9,0.9,0.8,0.1,0,0,1,0,-1.52,-0.6271604938271607
1,0.9,0.9,0.8,0.1,0,0,1,0,-1.7000000000000002,-0.6823529411764707
0.30000000000000004,1,0.9,0.8,0.1,0,0,1,0,-0.5000000000000001,-0.21666666666666679
0.4,1,0.9,0.8,0.1,0,0,1,0,-0.7000000000000001,-0.33846153846153854
0.5,1,0.9,0.8,0.1,0,0,1,0,-0.9,-0.4428571428571429
0.6,1,0.9,0.8,0.1,0,0,1,0,-1.1,-0.5333333333333334
0.7000000000000001,1,0.9,0.8,0.1,0,0,1,0,-1.3000000000000003,-0.6125
0.8,1,0.9,0.8,0.1,0,0,1,0,-1.5,-0.6823529411764707
0.9,1,0.9,0.8,0.1,0,0,1,0,-1.7000000000000002,-0.7444444444444445
1,1,0.9,0.8,0.1,0,0,1,0,-1.9,-0.8
0.9,0.6,1,0.8,0.1,0,0,1,0,-1.08,-0.10508474576271187
1,0.6,1,0.8,0.1,0,0,1,0,-1.2,-0.1333333333333333
0.5,0.7000000000000001,1,0.8,0.1,0,0,1,0,-0.7000000000000002,-0.13333333333333353
0.6,0.7000000000000001,1,0.8,0.1,0,0,1,0,-0.8400000000000001,-0.18709677419354853
0.7000000000000001,0.7000000000000001,1,0.8,0.1,0,0,1,0,-0.9800000000000002,-0.23750000000000027
0.8,0.7000000000000001,1,0.8,0.1,0,0,1,0,-1.12,-0.284848484848485
0.9,0.7000000000000001,1,0.8,0.1,0,0,1,0,-1.2600000000000002,-0.3294117647058825
1,0.7000000000000001,1,0.8,0.1,0,0,1,0,-1.4000000000000001,-0.3714285714285716
0.30000000000000004,0.8,1,0.8,0.1,0,0,1,0,-0.48,-0.1050847457627121
0.4,0.8,1,0.8,0.1,0,0,1,0,-0.6400000000000001,-0.18709677419354842
0.5,0.8,1,0.8,0.1,0,0,1,0,-0.8,-0.2615384615384616
0.6,0.8,1,0.8,0.1,0,0,1,0,-0.96,-0.3294117647058825
0.7000000000000001,0.8,1,0.8,0.1,0,0,1,0,-1.12,-0.3915492957746481
0.8,0.8,1,0.8,0.1,0,0,1,0,-1.2800000000000002,-0.44864864864864873
0.9,0.8,1,0.8,0.1,0,0,1,0,-1.4400000000000002,-0.5012987012987015
1,0.8,1,0.8,0.1,0,0,1,0,-1.6,-0.55
0.30000000000000004,0.9,1,0.8,0.1,0,0,1,0,-0.54,-0.18709677419354842
0.4,0.9,1,0.8,0.1,0,0,1,0,-0.7200000000000002,-0.284848484848485
0.5,0.9,1,0.8,0.1,0,0,1,0,-0.8999999999999999,-0.37142857142857144
0.6,0.9,1,0.8,0.1,0,0,1,0,-1.08,-0.4486486486486487
0.7000000000000001,0.9,1,0.8,0.1,0,0,1,0,-1.2600000000000002,-0.5179487179487181
0.8,0.9,1,0.8,0.1,0,0,1,0,-1.4400000000000002,-0.5804878048780489
0.9,0.9,1,0.8,0.1,0,0,1,0,-1.62,-0.6372093023255815
1,0.9,1,0.8,0.1,0,0,1,0,-1.8,-0.688888888888889
0.2,1,1,0.8,0.1,0,0,1,0,-0.3999999999999999,-0.1333333333333333
0.30000000000000004,1,1,0.8,0.1,0,0,1,0,-0.6000000000000001,-0.2615384615384616
0.4,1,1,0.8,0.1,0,0,1,0,-0.8,-0.37142857142857144
0.5,1,1,0.8,0.1,0,0,1,0,-1,-0.46666666666666673
0.6,1,1,0.8,0.1,0,0,1,0,-1.2,-0.55
0.7000000000000001,1,1,0.8,0.1,0,0,1,0,-1.4000000000000001,-0.623529411764706
0.8,1,1,0.8,0.1,0,0,1,0,-1.6,-0.688888888888889
0.9,1,1,0.8,0.1,0,0,1,0,-1.8,-0.7473684210526317
1,1,1,0.8,0.1,0,0,1,0,-2,-0.8
0.8,0.8,0.1,1,0.1,0,0,1,0,-0.3800000000000002,-0.10344827586206928
0.9,0.8,0.1,1,0.1,0,0,1,0,-0.5400000000000001,-0.28125000000000033
1,0.8,0.1,1,0.1,0,0,1,0,-0.7000000000000001,-0.4285714285714287
0.6,0.9,0.1,1,0.1,0,0,1,0,-0.18000000000000008,-0.10344827586206884
0.7000000000000001,0.9,0.1,1,0.1,0,0,1,0,-0.3600000000000002,-0.3333333333333335
0.8,0.9,0.1,1,0.1,0,0,1,0,-0.5400000000000001,-0.5135135135135138
0.9,0.9,0.1,1,0.1,0,0,1,0,-0.7200000000000001,-0.6585365853658538
1,0.9,0.1,1,0.1,0,0,1,0,-0.9,-0.7777777777777779
0.5,1,0.1,1,0.1,0,0,1,0,-0.1,-0.16666666666666663
0.6,1,0.1,1,0.1,0,0,1,0,-0.29999999999999993,-0.4285714285714285
0.7000000000000001,1,0.1,1,0.1,0,0,1,0,-0.5000000000000001,-0.6250000000000001
0.8,1,0.1,1,0.1,0,0,1,0,-0.7000000000000001,-0.7777777777777779
0.9,1,0.1,1,0.1,0,0,1,0,-0.9,-0.9
1,1,0.1,1,0.1,0,0,1,0,-1.1,-1
0.8,0.8,0.2,1,0.1,0,0,1,0,-0.48000000000000026,-0.2352941176470591
0.9,0.8,0.2,1,0.1,0,0,1,0,-0.6400000000000001,-0.37837837837837873
1,0.8,0.2,1,0.1,0,0,1,0,-0.8,-0.5000000000000001
0.6,0.9,0.2,1,0.1,0,0,1,0,-0.2800000000000001,-0.23529411764705876
0.7000000000000001,0.9,0.2,1,0.1,0,0,1,0,-0.46000000000000024,-0.42105263157894746
0.8,0.9,0.2,1,0.1,0,0,1,0,-0.6400000000000001,-0.5714285714285716
0.9,0.9,0.2,1,0.1,0,0,1,0,-0.8200000000000001,-0.6956521739130437
1,0.9,0.2,1,0.1,0,0,1,0,-1,-0.8
0.5,1,0.2,1,0.1,0,0,1,0,-0.2,-0.2857142857142857
0.6,1,0.2,1,0.1,0,0,1,0,-0.39999999999999997,-0.5
0.7000000000000001,1,0.2,1,0.1,0,0,1,0,-0.6000000000000001,-0.6666666666666667
0.8,1,0.2,1,0.1,0,0,1,0,-0.8,-0.8
0.9,1,0.2,1,0.1,0,0,1,0,-1,-0.9090909090909092
1,1,0.2,1,0.1,0,0,1,0,-1.2,-1
1,0.7000000000000001,0.30000000000000004,1,0.1,0,0,1,0,-0.7000000000000002,-0.14285714285714324
0.7000000000000001,0.8,0.30000000000000004,1,0.1,0,0,1,0,-0.42000000000000015,-0.19444444444444486
0.8,0.8,0.30000000000000004,1,0.1,0,0,1,0,-0.5800000000000003,-0.3333333333333336
0.9,0.8,0.30000000000000004,1,0.1,0,0,1,0,-0.7400000000000002,-0.45238095238095266
1,0.8,0.30000000000000004,1,0.1,0,0,1,0,-0.9000000000000001,-0.5555555555555558
0.5,0.9,0.30000000000000004,1,0.1,0,0,1,0,-0.19999999999999996,-0.14285714285714302
0.6,0.9,0.30000000000000004,1,0.1,0,0,1,0,-0.3800000000000001,-0.33333333333333337
0.7000000000000001,0.9,0.30000000000000004,1,0.1,0,0,1,0,-0.5600000000000003,-0.4883720930232559
0.8,0.9,0.30000000000000004,1,0.1,0,0,1,0,-0.7400000000000002,-0.6170212765957449
0.9,0.9,0.30000000000000004,1,0.1,0,0,1,0,-0.9200000000000002,-0.7254901960784315
1,0.9,0.30000000000000004,1,0.1,0,0,1,0,-1.1,-0.8181818181818182
0.4,1,0.30000000000000004,1,0.1,0,0,1,0,-0.10000000000000009,-0.14285714285714302
0.5,1,0.30000000000000004,1,0.1,0,0,1,0,-0.30000000000000004,-0.375
0.6,1,0.30000000000000004,1,0.1,0,0,1,0,-0.5,-0.5555555555555556
0.7000000000000001,1,0.30000000000000004,1,0.1,0,0,1,0,-0.7000000000000002,-0.7000000000000001
0.8,1,0.30000000000000004,1,0.1,0,0,1,0,-0.9000000000000001,-0.8181818181818182
0.9,1,0.30000000000000004,1,0.1,0,0,1,0,-1.1,-0.9166666666666667
1,1,0.30000000000000004,1,0.1,0,0,1,0,-1.3,-1
0.9,0.7000000000000001,0.4,1,0.1,0,0,1,0,-0.6600000000000003,-0.15789473684210564
1,0.7000000000000001,0.4,1,0.1,0,0,1,0,-0.8000000000000002,-0.25000000000000033
0.6,0.8,0.4,1,0.1,0,0,1,0,-0.36,-0.15789473684210542
0.7000000000000001,0.8,0.4,1,0.1,0,0,1,0,-0.5200000000000001,-0.29268292682926855
0.8,0.8,0.4,1,0.1,0,0,1,0,-0.6800000000000003,-0.4090909090909093
0.9,0.8,0.4,1,0.1,0,0,1,0,-0.8400000000000002,-0.5106382978723407
1,0.8,0.4,1,0.1,0,0,1,0,-1,-0.6000000000000001
0.5,0.9,0.4,1,0.1,0,0,1,0,-0.29999999999999993,-0.2500000000000001
0.6,0.9,0.4,1,0.1,0,0,1,0,-0.4800000000000001,-0.40909090909090906
0.7000000000000001,0.9,0.4,1,0.1,0,0,1,0,-0.6600000000000003,-0.5416666666666667
0.8,0.9,0.4,1,0.1,0,0,1,0,-0.8400000000000002,-0.653846153846154
0.9,0.9,0.4,1,0.1,0,0,1,0,-1.02,-0.7500000000000001
1,0.9,0.4,1,0.1,0,0,1,0,-1.2000000000000002,-0.8333333333333334
0.4,1,0.4,1,0.1,0,0,1,0,-0.20000000000000007,-0.2500000000000001
0.5,1,0.4,1,0.1,0,0,1,0,-0.4,-0.4444444444444444
0.6,1,0.4,1,0.1,0,0,1,0,-0.6,-0.6
0.7000000000000001,1,0.4,1,0.1,0,0,1,0,-0.8000000000000002,-0.7272727272727273
0.8,1,0.4,1,0.1,0,0,1,0,-1,-0.8333333333333334
0.9,1,0.4,1,0.1,0,0,1,0,-1.2000000000000002,-0.9230769230769231
1,1,0.4,1,0.1,0,0,1,0,-1.4,-1
0.8,0.7000000000000001,0.5,1,0.1,0,0,1,0,-0.6200000000000001,-0.17073170731707332
0.9,0.7000000000000001,0.5,1,0.1,0,0,1,0,-0.7600000000000002,-0.2558139534883723
1,0.7000000000000001,0.5,1,0.1,0,0,1,0,-0.9000000000000001,-0.3333333333333336
0.5,0.8,0.5,1,0.1,0,0,1,0,-0.30000000000000004,-0.1250000000000001
0.6,0.8,0.5,1,0.1,0,0,1,0,-0.45999999999999996,-0.2558139534883723
0.7000000000000001,0.8,0.5,1,0.1,0,0,1,0,-0.6200000000000001,-0.36956521739130466
0.8,0.8,0.5,1,0.1,0,0,1,0,-0.7800000000000002,-0.469387755102041
0.9,0.8,0.5,1,0.1,0,0,1,0,-0.9400000000000002,-0.5576923076923079
1,0.8,0.5,1,0.1,0,0,1,0,-1.1,-0.6363636363636365
0.4,0.9,0.5,1,0.1,0,0,1,0,-0.2200000000000002,-0.17073170731707332
0.5,0.9,0.5,1,0.1,0,0,1,0,-0.3999999999999999,-0.33333333333333337
0.6,0.9,0.5,1,0.1,0,0,1,0,-0.5800000000000001,-0.4693877551020408
0.7000000000000001,0.9,0.5,1,0.1,0,0,1,0,-0.7600000000000002,-0.5849056603773586
0.8,0.9,0.5,1,0.1,0,0,1,0,-0.9400000000000002,-0.6842105263157896
0.9,0.9,0.5,1,0.1,0,0,1,0,-1.12,-0.7704918032786886
1,0.9,0.5,1,0.1,0,0,1,0,-1.3,-0.8461538461538463
0.30000000000000004,1,0.5,1,0.1,0,0,1,0,-0.10000000000000009,-0.1250000000000001
0.4,1,0.5,1,0.1,0,0,1,0,-0.30000000000000004,-0.33333333333333337
0.5,1,0.5,1,0.1,0,0,1,0,-0.5,-0.5
0.6,1,0.5,1,0.1,0,0,1,0,-0.7,-0.6363636363636364
0.7000000000000001,1,0.5,1,0.1,0,0,1,0,-0.9000000000000001,-0.7500000000000001
0.8,1,0.5,1,0.1,0,0,1,0,-1.1,-0.8461538461538463
0.9,1,0.5,1,0.1,0,0,1,0,-1.3,-0.9285714285714286
1,1,0.5,1,0.1,0,0,1,0,-1.5,-1
0.7000000000000001,0.7000000000000001,0.6,1,0.1,0,0,1,0,-0.5800000000000002,-0.1818181818181821
0.8,0.7000000000000001,0.6,1,0.1,0,0,1,0,-0.7200000000000001,-0.26086956521739146
0.9,0.7000000000000001,0.6,1,0.1,0,0,1,0,-0.8600000000000002,-0.3333333333333336
1,0.7000000000000001,0.6,1,0.1,0,0,1,0,-1,-0.40000000000000013
0.5,0.8,0.6,1,0.1,0,0,1,0,-0.4,-0.22222222222222232
0.6,0.8,0.6,1,0.1,0,0,1,0,-0.5599999999999999,-0.33333333333333337
0.7000000000000001,0.8,0.6,1,0.1,0,0,1,0,-0.7200000000000001,-0.431372549019608
0.8,0.8,0.6,1,0.1,0,0,1,0,-0.8800000000000002,-0.5185185185185186
0.9,0.8,0.6,1,0.1,0,0,1,0,-1.04,-0.5964912280701756
1,0.8,0.6,1,0.1,0,0,1,0,-1.2000000000000002,-0.6666666666666667
0.4,0.9,0.6,1,0.1,0,0,1,0,-0.3200000000000002,-0.26086956521739135
0.5,0.9,0.6,1,0.1,0,0,1,0,-0.4999999999999999,-0.4
0.6,0.9,0.6,1,0.1,0,0,1,0,-0.68,-0.5185185185185186
0.7000000000000001,0.9,0.6,1,0.1,0,0,1,0,-0.8600000000000002,-0.6206896551724139
0.8,0.9,0.6,1,0.1,0,0,1,0,-1.04,-0.7096774193548389
0.9,0.9,0.6,1,0.1,0,0,1,0,-1.2200000000000002,-0.787878787878788
1,0.9,0.6,1,0.1,0,0,1,0,-1.4,-0.8571428571428572
0.30000000000000004,1,0.6,1,0.1,0,0,1,0,-0.20000000000000007,-0.22222222222222232
0.4,1,0.6,1,0.1,0,0,1,0,-0.4,-0.4
0.5,1,0.6,1,0.1,0,0,1,0,-0.6,-0.5454545454545454
0.6,1,0.6,1,0.1,0,0,1,0,-0.7999999999999999,-0.6666666666666666
0.7000000000000001,1,0.6,1,0.1,0,0,1,0,-1,-0.7692307692307693
0.8,1,0.6,1,0.1,0,0,1,0,-1.2000000000000002,-0.8571428571428572
0.9,1,0.6,1,0.1,0,0,1,0,-1.4,-0.9333333333333333
1,1,0.6,1,0.1,0,0,1,0,-1.6,-1
1,0.6,0.7000000000000001,1,0.1,0,0,1,0,-0.9,-0.11111111111111105
0.5,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-0.40000000000000024,-0.11111111111111127
0.6,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-0.5400000000000001,-0.19148936170212794
0.7000000000000001,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-0.6800000000000003,-0.2653061224489799
0.8,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-0.8200000000000002,-0.3333333333333336
0.9,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-0.9600000000000003,-0.39622641509433987
1,0.7000000000000001,0.7000000000000001,1,0.1,0,0,1,0,-1.1,-0.4545454545454547
0.4,0.8,0.7000000000000001,1,0.1,0,0,1,0,-0.3400000000000002,-0.19148936170212782
0.5,0.8,0.7000000000000001,1,0.1,0,0,1,0,-0.5000000000000001,-0.30000000000000004
0.6,0.8,0.7000000000000001,1,0.1,0,0,1,0,-0.66,-0.39622641509433976
0.7000000000000001,0.8,0.7000000000000001,1,0.1,0,0,1,0,-0.8200000000000002,-0.4821428571428573
0.8,0.8,0.7000000000000001,1,0.1,0,0,1,0,-0.9800000000000003,-0.5593220338983051
0.9,0.8,0.7000000000000001,1,0.1,0,0,1,0,-1.1400000000000001,-0.6290322580645162
1,0.8,0.7000000000000001,1,0.1,0,0,1,0,-1.3000000000000003,-0.6923076923076925
0.30000000000000004,0.9,0.7000000000000001,1,0.1,0,0,1,0,-0.2400000000000001,-0.19148936170212782
0.4,0.9,0.7000000000000001,1,0.1,0,0,1,0,-0.42000000000000026,-0.33333333333333337
0.5,0.9,0.7000000000000001,1,0.1,0,0,1,0,-0.6,-0.4545454545454546
0.6,0.9,0.7000000000000001,1,0.1,0,0,1,0,-0.7800000000000001,-0.5593220338983051
0.7000000000000001,0.9,0.7000000000000001,1,0.1,0,0,1,0,-0.9600000000000003,-0.6507936507936509
0.8,0.9,0.7000000000000001,1,0.1,0,0,1,0,-1.1400000000000001,-0.7313432835820897
0.9,0.9,0.7000000000000001,1,0.1,0,0,1,0,-1.3200000000000003,-0.8028169014084507
1,0.9,0.7000000000000001,1,0.1,0,0,1,0,-1.5,-0.8666666666666667
0.2,1,0.7000000000000001,1,0.1,0,0,1,0,-0.09999999999999998,-0.11111111111111116
0.30000000000000004,1,0.7000000000000001,1,0.1,0,0,1,0,-0.30000000000000016,-0.30000000000000004
0.4,1,0.7000000000000001,1,0.1,0,0,1,0,-0.5000000000000001,-0.4545454545454546
0.5,1,0.7000000000000001,1,0.1,0,0,1,0,-0.7000000000000001,-0.5833333333333334
0.6,1,0.7000000000000001,1,0.1,0,0,1,0,-0.9,-0.6923076923076923
0.7000000000000001,1,0.7000000000000001,1,0.1,0,0,1,0,-1.1,-0.7857142857142858
0.8,1,0.7000000000000001,1,0.1,0,0,1,0,-1.3000000000000003,-0.8666666666666667
0.9,1,0.7000000000000001,1,0.1,0,0,1,0,-1.5,-0.9375
1,1,0.7000000000000001,1,0.1,0,0,1,0,-1.7000000000000002,-1
0.8,0.6,0.8,1,0.1,0,0,1,0,-0.76,-0.12499999999999989
0.9,0.6,0.8,1,0.1,0,0,1,0,-0.8800000000000001,-0.16326530612244894
1,0.6,0.8,1,0.1,0,0,1,0,-1,-0.19999999999999996
0.4,0.7000000000000001,0.8,1,0.1,0,0,1,0,-0.3600000000000001,-0.1250000000000001
0.5,0.7000000000000001,0.8,1,0.1,0,0,1,0,-0.5000000000000002,-0.20000000000000007
0.6,0.7000000000000001,0.8,1,0.1,0,0,1,0,-0.6400000000000001,-0.2692307692307694
0.7000000000000001,0.7000000000000001,0.8,1,0.1,0,0,1,0,-0.7800000000000002,-0.3333333333333335
0.8,0.7000000000000001,0.8,1,0.1,0,0,1,0,-0.9200000000000002,-0.392857142857143
0.9,0.7000000000000001,0.8,1,0.1,0,0,1,0,-1.0600000000000003,-0.44827586206896564
1,0.7000000000000001,0.8,1,0.1,0,0,1,0,-1.2000000000000002,-0.5000000000000002
0.30000000000000004,0.8,0.8,1,0.1,0,0,1,0,-0.28,-0.16326530612244916
0.4,0.8,0.8,1,0.1,0,0,1,0,-0.44000000000000017,-0.2692307692307693
0.5,0.8,0.8,1,0.1,0,0,1,0,-0.6000000000000001,-0.36363636363636376
0.6,0.8,0.8,1,0.1,0,0,1,0,-0.76,-0.44827586206896564
0.7000000000000001,0.8,0.8,1,0.1,0,0,1,0,-0.9200000000000002,-0.5245901639344264
0.8,0.8,0.8,1,0.1,0,0,1,0,-1.0800000000000003,-0.5937500000000002
0.9,0.8,0.8,1,0.1,0,0,1,0,-1.2400000000000002,-0.6567164179104479
1,0.8,0.8,1,0.1,0,0,1,0,-1.4000000000000001,-0.7142857142857144
0.2,0.9,0.8,1,0.1,0,0,1,0,-0.16000000000000014,-0.1250000000000001
0.30000000000000004,0.9,0.8,1,0.1,0,0,1,0,-0.3400000000000001,-0.2692307692307693
0.4,0.9,0.8,1,0.1,0,0,1,0,-0.5200000000000002,-0.392857142857143
0.5,0.9,0.8,1,0.1,0,0,1,0,-0.7,-0.5000000000000001
0.6,0.9,0.8,1,0.1,0,0,1,0,-0.8800000000000001,-0.59375
0.7000000000000001,0.9,0.8,1,0.1,0,0,1,0,-1.0600000000000003,-0.6764705882352942
0.8,0.9,0.8,1,0.1,0,0,1,0,-1.2400000000000002,-0.7500000000000001
0.9,0.9,0.8,1,0.1,0,0,1,0,-1.4200000000000002,-0.8157894736842106
1,0.9,0.8,1,0.1,0,0,1,0,-1.6,-0.875
0.2,1,0.8,1,0.1,0,0,1,0,-0.19999999999999996,-0.19999999999999996
0.30000000000000004,1,0.8,1,0.1,0,0,1,0,-0.40000000000000013,-0.36363636363636376
0.4,1,0.8,1,0.1,0,0,1,0,-0.6000000000000001,-0.5000000000000001
0.5,1,0.8,1,0.1,0,0,1,0,-0.8,-0.6153846153846154
0.6,1,0.8,1,0.1,0,0,1,0,-1,-0.7142857142857142
0.7000000000000001,1,0.8,1,0.1,0,0,1,0,-1.2000000000000002,-0.8
